Item_ID,Category,Region,Date,Stock_Level,Demand,Supply,Is_Scarce,Potentially_Scarce,Conversion_Rate,Experience_Score,Dispute_Amount,Win_Amount,Recouped_Amount,Tag_Status,Net_Loss,Spike_Indicator
ITEM00212,Groceries,North,2023-01-01,26,679,267,No,Yes,0.74,2,478.28,122.13,254.74,Reviewed,101.40999999999997,No
ITEM00213,Apparel,West,2023-11-27,304,165,862,Yes,Yes,0.65,10,585.03,70.13,246.38,Reviewed,268.52,No
ITEM00214,Groceries,East,2023-03-06,433,914,213,Yes,No,0.71,8,958.19,117.24,0.98,Resolved,839.97,Yes
ITEM00215,Groceries,North,2023-05-05,398,833,897,No,No,0.12,5,913.94,272.48,109.66,Escalated,531.8000000000001,No
ITEM00216,Home Appliances,South,2023-09-13,107,250,740,No,No,0.44,8,15.74,254.05,46.82,Resolved,-285.13,No
ITEM00217,Home Appliances,Central,2023-11-18,460,885,440,No,Yes,0.79,1,49.22,134.97,91.87,Resolved,-177.62,No
ITEM00218,Electronics,Central,2023-05-23,435,536,466,Yes,Yes,0.49,9,958.9,78.56,50.6,Reviewed,829.7399999999999,Yes
ITEM00219,Electronics,East,2023-11-24,225,889,97,No,No,0.65,8,58.1,175.33,21.97,Reviewed,-139.20000000000002,No
ITEM00220,Apparel,North,2023-09-03,323,167,243,No,No,0.7,6,582.0,79.49,165.97,Escalated,336.53999999999996,No
ITEM00221,Electronics,West,2023-04-26,354,334,850,No,Yes,0.2,8,79.27,253.09,227.93,Resolved,-401.75,No
ITEM00222,Groceries,North,2023-10-30,18,814,767,No,Yes,0.22,1,666.87,216.75,147.64,Reviewed,302.48,No
ITEM00223,Home Appliances,Central,2023-03-31,222,844,133,No,Yes,0.68,8,184.21,224.42,86.08,Reviewed,-126.28999999999998,No
ITEM00224,Electronics,East,2023-10-23,280,774,662,No,Yes,0.14,1,34.15,130.62,30.33,Flagged,-126.8,No
ITEM00225,Electronics,South,2023-02-11,103,197,716,No,No,0.37,4,278.83,46.68,258.19,Flagged,-26.04000000000002,No
ITEM00226,Apparel,North,2023-02-04,331,108,96,No,Yes,0.83,10,531.34,293.13,191.63,Escalated,46.58000000000004,No
ITEM00227,Apparel,Central,2023-02-10,331,603,283,Yes,No,0.56,3,535.0,487.0,45.55,Resolved,2.450000000000003,No
ITEM00228,Groceries,West,2023-12-07,361,860,902,No,No,0.83,3,763.54,334.42,89.1,Flagged,340.02,No
ITEM00229,Home Appliances,East,2023-05-04,408,589,348,No,No,0.35,10,60.48,443.99,235.04,Escalated,-618.55,No
ITEM00230,Apparel,South,2023-02-26,288,526,897,Yes,Yes,0.61,9,8.18,48.19,228.14,Reviewed,-268.15,No
ITEM00231,Electronics,North,2023-10-21,443,326,196,No,Yes,0.33,8,714.21,30.39,199.16,Reviewed,484.6600000000001,No
ITEM00232,Home Appliances,West,2023-08-23,36,852,245,No,No,0.19,10,954.24,383.04,27.96,Flagged,543.24,No
ITEM00233,Home Appliances,South,2023-04-06,347,686,955,Yes,Yes,0.89,8,192.71,227.34,193.45,Flagged,-228.07999999999998,No
ITEM00234,Electronics,Central,2023-11-15,379,116,71,No,No,0.24,7,149.91,413.46,183.1,Resolved,-446.65,No
ITEM00235,Apparel,Central,2023-12-09,243,662,243,Yes,Yes,0.25,8,342.95,240.39,182.97,Reviewed,-80.41,No
ITEM00236,Electronics,West,2023-05-12,42,327,435,No,No,0.77,8,702.23,37.33,246.83,Reviewed,418.06999999999994,No
ITEM00237,Home Appliances,Central,2023-06-25,125,805,413,No,No,0.74,10,761.8,226.88,35.56,Reviewed,499.35999999999996,No
ITEM00238,Toys,East,2023-02-21,8,891,915,No,No,0.88,6,936.69,333.04,7.89,Reviewed,595.7600000000001,No
ITEM00239,Toys,West,2023-02-07,13,337,323,No,No,0.16,8,801.92,258.27,69.32,Reviewed,474.33,No
ITEM00240,Groceries,Central,2023-12-09,130,480,433,No,No,0.18,2,27.76,108.56,32.98,Resolved,-113.78,No
ITEM00241,Electronics,North,2023-01-05,324,882,257,No,No,0.46,7,206.38,462.06,229.03,Resolved,-484.71000000000004,No
ITEM00242,Electronics,Central,2023-08-01,183,486,324,No,Yes,0.57,3,355.53,332.7,23.51,Escalated,-0.6800000000000175,No
ITEM00243,Groceries,East,2023-04-30,281,768,778,No,Yes,0.13,8,946.91,263.24,109.0,Reviewed,574.67,No
ITEM00244,Groceries,South,2023-11-22,382,353,975,Yes,Yes,0.23,5,605.61,237.46,269.54,Flagged,98.60999999999996,No
ITEM00245,Groceries,South,2023-07-28,52,407,545,No,No,0.66,5,996.32,306.26,269.23,Reviewed,420.83000000000004,No
ITEM00246,Home Appliances,Central,2023-08-05,40,921,951,Yes,Yes,0.63,3,317.62,232.29,107.46,Flagged,-22.12999999999998,No
ITEM00247,Electronics,South,2023-01-24,337,413,588,Yes,Yes,0.17,1,921.38,154.22,181.48,Resolved,585.68,No
ITEM00248,Home Appliances,Central,2023-12-08,357,400,576,Yes,Yes,0.85,2,698.63,194.29,59.07,Resolved,445.27000000000004,No
ITEM00249,Groceries,East,2023-07-24,20,217,208,Yes,No,0.3,2,887.06,96.18,23.22,Escalated,767.6599999999999,Yes
ITEM00250,Electronics,South,2023-08-14,376,944,989,No,No,0.81,7,922.62,380.68,229.38,Flagged,312.56000000000006,No
ITEM00251,Home Appliances,North,2023-08-06,294,149,775,No,No,0.84,2,453.02,403.09,2.18,Escalated,47.75000000000001,No
ITEM00252,Home Appliances,Central,2023-07-30,207,889,509,No,Yes,0.49,7,871.95,367.24,248.65,Escalated,256.06000000000006,No
ITEM00253,Groceries,South,2023-01-26,487,663,443,No,No,0.43,1,983.24,231.61,101.03,Resolved,650.6,No
ITEM00254,Electronics,East,2023-09-09,150,280,966,No,No,0.32,2,667.12,107.43,39.69,Escalated,520.0,No
ITEM00255,Groceries,East,2023-01-03,476,642,992,No,No,0.75,7,259.05,481.31,151.7,Reviewed,-373.96,No
ITEM00256,Electronics,North,2023-01-02,457,426,488,No,Yes,0.26,7,269.32,385.38,291.78,Reviewed,-407.84,No
ITEM00257,Toys,East,2023-04-02,441,602,428,Yes,Yes,0.6,2,752.4,387.96,220.71,Reviewed,143.73,No
ITEM00258,Apparel,East,2023-01-02,68,595,912,No,No,0.55,10,328.65,312.23,228.03,Reviewed,-211.61000000000004,No
ITEM00259,Apparel,South,2023-05-30,330,345,213,No,No,0.3,7,411.05,141.08,122.11,Escalated,147.86,No
ITEM00260,Apparel,Central,2023-03-12,412,701,688,No,Yes,0.89,9,526.52,91.49,135.01,Reviewed,300.02,No
ITEM00261,Groceries,West,2023-01-04,317,642,379,No,No,0.78,8,911.68,55.96,253.09,Escalated,602.6299999999999,No
ITEM00262,Toys,East,2023-02-07,436,201,619,No,Yes,0.12,6,711.32,311.66,25.23,Flagged,374.43,No
ITEM00263,Electronics,East,2023-12-25,300,329,196,No,No,0.44,4,290.99,89.58,16.45,Reviewed,184.96000000000004,No
ITEM00264,Home Appliances,West,2023-03-11,26,487,817,No,No,0.39,3,133.68,187.53,206.79,Flagged,-260.64,No
ITEM00265,Electronics,East,2023-07-20,115,708,159,No,Yes,0.81,8,289.8,409.84,81.78,Escalated,-201.81999999999996,No
ITEM00266,Home Appliances,South,2023-11-04,417,678,443,No,Yes,0.31,3,333.52,144.95,299.79,Reviewed,-111.22000000000003,No
ITEM00267,Electronics,South,2023-09-09,141,803,610,No,No,0.9,5,732.62,132.84,298.31,Reviewed,301.46999999999997,No
ITEM00268,Toys,West,2023-10-14,40,310,231,No,No,0.26,3,425.25,358.67,192.83,Flagged,-126.25000000000003,No
ITEM00269,Home Appliances,East,2023-10-19,105,748,622,Yes,Yes,0.3,9,997.94,260.35,138.86,Escalated,598.73,No
ITEM00270,Groceries,East,2023-06-03,73,529,492,No,Yes,0.63,7,34.49,281.18,2.35,Escalated,-249.04,No
ITEM00271,Electronics,Central,2023-05-13,59,438,796,No,No,0.23,3,354.25,64.45,180.57,Escalated,109.23000000000002,No
ITEM00272,Electronics,East,2023-03-15,297,283,803,No,Yes,0.81,10,85.93,142.87,26.83,Flagged,-83.77,No
ITEM00273,Home Appliances,South,2023-10-01,121,155,179,No,Yes,0.19,7,356.72,184.71,271.22,Flagged,-99.21000000000001,No
ITEM00274,Groceries,North,2023-09-28,434,861,892,No,No,0.89,4,433.71,484.99,34.4,Escalated,-85.68000000000004,No
ITEM00275,Groceries,North,2023-07-04,202,381,825,No,Yes,0.8,1,891.15,20.73,29.79,Reviewed,840.63,Yes
ITEM00276,Toys,North,2023-12-19,10,671,452,No,Yes,0.77,4,425.36,427.63,216.02,Reviewed,-218.29,No
ITEM00277,Groceries,North,2023-01-05,418,227,554,No,No,0.43,10,25.5,62.61,45.87,Escalated,-82.97999999999999,No
ITEM00278,Groceries,East,2023-10-20,146,816,769,No,No,0.51,8,955.19,493.87,175.83,Flagged,285.49,No
ITEM00279,Groceries,East,2023-12-26,215,825,703,Yes,Yes,0.47,6,145.26,96.47,238.7,Escalated,-189.91,No
ITEM00280,Apparel,Central,2023-03-27,373,738,71,No,No,0.89,1,773.71,144.55,0.67,Flagged,628.4900000000001,No
ITEM00281,Toys,East,2023-08-02,320,607,66,No,No,0.13,1,200.27,414.72,45.72,Escalated,-260.17,No
ITEM00282,Electronics,North,2023-01-15,459,683,924,Yes,No,0.41,4,923.33,179.0,53.43,Resolved,690.9000000000001,No
ITEM00283,Home Appliances,West,2023-09-30,444,315,880,No,No,0.87,6,226.54,324.13,166.22,Escalated,-263.81,No
ITEM00284,Electronics,West,2023-02-20,302,189,683,No,Yes,0.4,4,855.17,292.04,239.51,Escalated,323.6199999999999,No
ITEM00285,Toys,South,2023-09-10,13,413,331,Yes,Yes,0.42,9,414.56,343.14,258.1,Resolved,-186.68,No
ITEM00286,Home Appliances,South,2023-02-14,66,332,276,No,No,0.61,2,447.14,411.69,18.84,Reviewed,16.60999999999999,No
ITEM00287,Toys,East,2023-07-10,179,844,469,Yes,No,0.83,6,629.21,149.68,152.54,Reviewed,326.99,No
ITEM00288,Groceries,West,2023-05-02,364,674,422,Yes,No,0.34,7,487.42,436.91,260.89,Flagged,-210.38,No
ITEM00289,Home Appliances,North,2023-07-06,241,987,350,No,Yes,0.86,4,336.74,487.53,21.34,Resolved,-172.12999999999997,No
ITEM00290,Groceries,North,2023-08-02,159,346,335,No,Yes,0.33,5,242.6,336.36,7.78,Flagged,-101.54000000000002,No
ITEM00291,Electronics,North,2023-05-29,463,541,165,Yes,No,0.75,5,266.23,283.05,14.1,Flagged,-30.919999999999995,No
ITEM00292,Electronics,East,2023-06-19,485,998,198,No,No,0.32,2,703.57,491.72,279.43,Reviewed,-67.57999999999998,No
ITEM00293,Home Appliances,East,2023-07-28,9,234,453,Yes,Yes,0.16,5,108.75,45.82,119.76,Reviewed,-56.830000000000005,No
ITEM00294,Home Appliances,Central,2023-03-23,123,981,731,Yes,No,0.75,10,561.57,192.31,18.07,Reviewed,351.19000000000005,No
ITEM00295,Toys,North,2023-07-15,272,101,139,Yes,No,0.46,5,379.51,118.03,298.81,Resolved,-37.329999999999984,No
ITEM00296,Toys,North,2023-09-03,240,260,168,Yes,Yes,0.41,5,353.12,40.86,286.3,Flagged,25.95999999999998,No
ITEM00297,Groceries,East,2023-12-11,423,239,745,No,Yes,0.44,4,715.49,432.34,125.36,Reviewed,157.79000000000002,No
ITEM00298,Home Appliances,East,2023-12-23,451,403,957,No,Yes,0.59,10,503.23,171.5,30.96,Flagged,300.77000000000004,No
ITEM00299,Electronics,Central,2023-02-09,446,559,825,Yes,No,0.31,4,77.19,69.03,223.03,Reviewed,-214.87,No
ITEM00300,Toys,Central,2023-06-17,142,920,788,No,No,0.29,7,909.57,191.48,17.99,Escalated,700.1,Yes
ITEM00301,Toys,South,2023-02-12,352,813,142,No,No,0.49,6,898.02,189.9,188.32,Escalated,519.8,No
ITEM00302,Electronics,West,2023-11-25,166,224,678,No,No,0.13,8,425.36,63.08,228.49,Escalated,133.79000000000002,No
ITEM00303,Toys,North,2023-07-30,56,984,496,No,Yes,0.61,1,13.76,266.12,63.75,Escalated,-316.11,No
ITEM00304,Groceries,North,2023-06-28,137,446,361,No,Yes,0.76,10,60.25,51.08,283.03,Flagged,-273.85999999999996,No
ITEM00305,Home Appliances,Central,2023-01-23,326,693,952,Yes,No,0.68,2,491.6,101.25,298.74,Flagged,91.61000000000001,No
ITEM00306,Electronics,Central,2023-04-05,352,423,367,No,No,0.48,2,81.43,361.55,107.64,Resolved,-387.76,No
ITEM00307,Home Appliances,South,2023-06-09,16,506,170,Yes,Yes,0.55,2,443.23,151.84,289.1,Reviewed,2.2899999999999636,No
ITEM00308,Toys,West,2023-09-01,331,568,366,Yes,Yes,0.12,3,189.75,322.57,69.5,Reviewed,-202.32,No
ITEM00309,Toys,South,2023-01-17,272,263,187,No,No,0.83,6,802.47,105.34,240.62,Flagged,456.51,No
ITEM00310,Electronics,West,2023-04-22,366,961,792,No,No,0.55,3,367.57,264.58,222.26,Resolved,-119.26999999999998,No
ITEM00311,Groceries,North,2023-04-13,375,339,867,No,Yes,0.35,7,378.49,51.51,12.4,Resolved,314.58000000000004,No
ITEM00312,Apparel,South,2023-11-10,399,312,709,No,No,0.33,3,24.93,21.61,77.77,Escalated,-74.44999999999999,No
ITEM00313,Electronics,Central,2023-03-27,374,248,333,No,No,0.63,6,653.76,275.05,115.4,Resolved,263.30999999999995,No
ITEM00314,Apparel,South,2023-02-04,333,683,703,No,Yes,0.57,2,773.46,389.15,4.39,Escalated,379.9200000000001,No
ITEM00315,Apparel,South,2023-01-30,2,202,893,No,No,0.25,2,263.48,351.81,284.27,Flagged,-372.59999999999997,No
ITEM00316,Groceries,North,2023-07-11,242,282,569,No,No,0.43,3,616.8,386.47,63.78,Resolved,166.54999999999993,No
ITEM00317,Apparel,Central,2023-06-28,107,604,554,No,Yes,0.64,8,646.9,242.34,277.56,Flagged,126.99999999999994,No
ITEM00318,Apparel,Central,2023-04-14,50,795,440,No,No,0.34,9,629.67,348.26,131.97,Resolved,149.43999999999997,No
ITEM00319,Groceries,East,2023-06-14,369,624,54,Yes,No,0.51,2,698.31,40.8,38.22,Escalated,619.29,No
ITEM00320,Apparel,East,2023-05-02,349,479,818,No,No,0.3,7,784.99,417.55,128.47,Escalated,238.97,No
ITEM00321,Apparel,East,2023-05-14,173,843,416,Yes,Yes,0.16,1,758.05,169.47,183.93,Resolved,404.6499999999999,No
ITEM00322,Apparel,North,2023-10-17,115,761,890,No,No,0.41,4,574.03,436.95,142.4,Flagged,-5.320000000000022,No
ITEM00323,Electronics,South,2023-11-08,182,874,541,Yes,No,0.69,6,938.87,288.96,95.36,Resolved,554.5500000000001,No
ITEM00324,Electronics,Central,2023-08-12,360,123,807,No,Yes,0.27,7,780.46,50.01,244.34,Resolved,486.11,No
ITEM00325,Electronics,Central,2023-01-25,354,800,515,Yes,Yes,0.7,3,890.86,209.42,286.78,Escalated,394.6600000000001,No
ITEM00326,Groceries,South,2023-01-13,153,232,284,No,No,0.64,3,507.83,402.28,28.58,Flagged,76.97000000000001,No
ITEM00327,Toys,Central,2023-11-15,246,149,411,Yes,No,0.51,5,700.48,121.29,164.81,Resolved,414.38000000000005,No
ITEM00328,Apparel,South,2023-08-18,75,794,571,No,No,0.88,3,863.08,91.11,95.5,Escalated,676.47,No
ITEM00329,Apparel,North,2023-04-12,414,125,291,No,Yes,0.81,9,539.77,8.65,224.03,Flagged,307.09000000000003,No
ITEM00330,Groceries,North,2023-07-22,243,749,491,Yes,No,0.55,2,874.03,344.21,190.45,Reviewed,339.36999999999995,No
ITEM00331,Apparel,North,2023-09-24,80,110,882,No,Yes,0.55,10,725.23,187.72,8.31,Reviewed,529.2,No
ITEM00332,Electronics,South,2023-12-31,228,907,237,No,Yes,0.32,7,753.78,87.54,190.54,Resolved,475.70000000000005,No
ITEM00333,Toys,South,2023-08-10,71,201,453,No,No,0.84,7,927.34,300.44,217.3,Escalated,409.6000000000001,No
ITEM00334,Home Appliances,West,2023-04-14,402,110,875,No,Yes,0.82,3,330.3,71.88,231.19,Reviewed,27.230000000000018,No
ITEM00335,Apparel,Central,2023-04-21,217,211,476,Yes,No,0.69,8,594.67,362.32,267.28,Resolved,-34.93000000000001,No
ITEM00336,Electronics,Central,2023-03-10,451,705,462,No,No,0.2,3,272.66,291.62,283.6,Escalated,-302.56,No
ITEM00337,Home Appliances,West,2023-12-24,398,871,563,Yes,No,0.66,5,529.18,123.6,80.05,Resolved,325.5299999999999,No
ITEM00338,Toys,West,2023-09-15,242,869,203,Yes,No,0.3,1,443.65,437.19,198.43,Resolved,-191.97000000000003,No
ITEM00339,Home Appliances,North,2023-06-17,366,266,252,Yes,No,0.25,10,457.42,279.52,167.08,Resolved,10.820000000000022,No
ITEM00340,Electronics,West,2023-10-20,313,820,266,Yes,No,0.71,4,208.58,64.46,246.41,Escalated,-102.28999999999999,No
ITEM00341,Home Appliances,South,2023-02-18,77,506,531,No,Yes,0.87,2,625.5,359.38,11.43,Flagged,254.69,No
ITEM00342,Groceries,East,2023-09-07,157,144,364,No,Yes,0.19,5,795.58,157.25,122.91,Resolved,515.4200000000001,No
ITEM00343,Home Appliances,South,2023-11-27,47,941,666,No,Yes,0.23,4,268.66,387.43,102.78,Escalated,-221.54999999999998,No
ITEM00344,Apparel,West,2023-03-16,311,816,50,No,Yes,0.28,4,123.93,200.74,195.86,Reviewed,-272.67,No
ITEM00345,Apparel,Central,2023-07-20,297,458,815,No,Yes,0.87,4,255.36,37.77,125.4,Reviewed,92.19,No
ITEM00346,Groceries,South,2023-02-03,23,653,552,Yes,Yes,0.66,5,755.23,315.09,118.1,Flagged,322.0400000000001,No
ITEM00347,Electronics,Central,2023-11-10,109,384,848,Yes,Yes,0.64,9,63.41,155.16,112.65,Flagged,-204.4,No
ITEM00348,Apparel,South,2023-04-21,51,499,855,No,Yes,0.5,9,617.8,470.95,247.73,Flagged,-100.88000000000002,No
ITEM00349,Toys,Central,2023-12-18,426,550,327,No,No,0.53,4,819.81,414.96,145.01,Resolved,259.84,No
ITEM00350,Apparel,South,2023-11-12,289,711,243,No,Yes,0.33,9,801.65,176.93,119.85,Reviewed,504.87,No
ITEM00351,Apparel,Central,2023-08-25,443,543,992,No,No,0.22,8,987.54,12.98,259.74,Escalated,714.8199999999999,Yes
ITEM00352,Electronics,East,2023-02-01,466,487,818,Yes,No,0.72,5,789.99,268.81,0.54,Resolved,520.6400000000001,No
ITEM00353,Home Appliances,North,2023-07-28,258,455,811,Yes,Yes,0.48,8,134.84,322.9,95.63,Reviewed,-283.68999999999994,No
ITEM00354,Apparel,South,2023-05-12,323,883,297,No,Yes,0.3,7,347.12,341.39,202.15,Reviewed,-196.42,No
ITEM00355,Groceries,East,2023-04-16,138,524,137,No,No,0.61,2,216.98,174.66,31.36,Flagged,10.959999999999994,No
ITEM00356,Home Appliances,North,2023-02-02,396,105,483,No,No,0.27,10,376.38,70.78,173.86,Resolved,131.74,No
ITEM00357,Toys,South,2023-02-12,305,653,469,No,Yes,0.49,8,636.92,279.71,134.76,Escalated,222.45,No
ITEM00358,Electronics,East,2023-04-17,337,995,302,No,Yes,0.25,9,289.83,243.73,200.72,Flagged,-154.62,No
ITEM00359,Toys,East,2023-09-22,274,540,478,No,Yes,0.71,2,128.77,497.06,159.24,Reviewed,-527.53,No
ITEM00360,Home Appliances,East,2023-08-14,43,455,213,Yes,No,0.36,2,714.2,287.33,58.42,Reviewed,368.45000000000005,No
ITEM00361,Home Appliances,West,2023-06-28,416,864,544,No,No,0.45,10,117.2,90.83,39.82,Resolved,-13.449999999999996,No
ITEM00362,Home Appliances,Central,2023-08-10,421,687,211,Yes,No,0.7,9,947.9,180.75,91.94,Escalated,675.21,No
ITEM00363,Toys,North,2023-05-05,258,653,556,Yes,No,0.63,1,618.58,265.63,282.79,Resolved,70.16000000000003,No
ITEM00364,Home Appliances,Central,2023-10-03,112,962,314,No,No,0.42,3,764.41,418.8,63.02,Escalated,282.59,No
ITEM00365,Toys,Central,2023-06-16,226,367,159,No,Yes,0.16,3,824.28,240.47,138.37,Escalated,445.43999999999994,No
ITEM00366,Home Appliances,Central,2023-05-31,64,991,901,No,No,0.84,6,643.01,400.23,285.03,Reviewed,-42.25,No
ITEM00367,Groceries,East,2023-02-10,162,316,949,Yes,Yes,0.11,7,702.0,77.86,60.6,Reviewed,563.54,No
ITEM00368,Home Appliances,Central,2023-10-27,163,163,768,No,Yes,0.69,3,790.35,191.0,73.37,Flagged,525.98,No
ITEM00369,Toys,West,2023-02-04,165,541,368,Yes,Yes,0.86,8,454.09,259.55,143.46,Escalated,51.079999999999956,No
ITEM00370,Apparel,South,2023-11-10,38,790,181,No,No,0.35,2,2.75,11.82,31.51,Resolved,-40.58,No
ITEM00371,Home Appliances,East,2023-10-31,152,640,182,No,No,0.16,3,966.99,379.63,24.04,Reviewed,563.32,No
ITEM00372,Apparel,North,2023-08-19,319,374,443,Yes,No,0.3,10,242.72,416.12,90.75,Resolved,-264.15,No
ITEM00373,Groceries,South,2023-08-03,359,569,669,Yes,Yes,0.35,2,149.69,162.07,42.88,Escalated,-55.26,No
ITEM00374,Electronics,South,2023-11-10,268,315,733,Yes,Yes,0.46,2,919.21,479.07,127.99,Resolved,312.15000000000003,No
ITEM00375,Groceries,South,2023-04-11,323,964,601,No,Yes,0.52,6,541.24,365.34,32.53,Resolved,143.37000000000003,No
ITEM00376,Home Appliances,Central,2023-02-26,325,912,853,No,Yes,0.68,3,275.66,414.75,176.23,Escalated,-315.31999999999994,No
ITEM00377,Apparel,Central,2023-08-03,74,665,84,No,No,0.82,3,931.77,327.42,147.79,Flagged,456.55999999999995,No
ITEM00378,Apparel,East,2023-06-05,256,977,620,No,Yes,0.47,9,855.36,409.65,177.76,Resolved,267.95000000000005,No
ITEM00379,Toys,Central,2023-03-05,199,691,754,No,No,0.7,1,455.81,491.51,270.26,Flagged,-305.96,No
ITEM00380,Apparel,Central,2023-03-03,437,293,771,No,No,0.2,9,956.18,424.77,103.56,Escalated,427.84999999999997,No
ITEM00381,Toys,Central,2023-12-05,97,811,421,No,Yes,0.36,2,93.22,236.83,80.52,Resolved,-224.13,No
ITEM00382,Electronics,East,2023-03-03,103,112,80,No,No,0.19,2,937.61,318.11,172.27,Flagged,447.23,No
ITEM00383,Home Appliances,East,2023-04-04,371,321,223,Yes,Yes,0.65,5,460.36,289.84,74.1,Reviewed,96.42000000000004,No
ITEM00384,Toys,West,2023-12-07,392,804,866,No,No,0.83,6,461.43,254.2,19.96,Escalated,187.27,No
ITEM00385,Electronics,West,2023-01-26,163,495,439,No,No,0.81,8,453.32,384.9,17.63,Reviewed,50.79000000000002,No
ITEM00386,Apparel,West,2023-05-01,112,980,759,Yes,No,0.36,1,430.5,219.35,19.87,Reviewed,191.28,No
ITEM00387,Apparel,West,2023-02-19,102,938,155,No,Yes,0.29,5,537.38,154.85,71.23,Reviewed,311.29999999999995,No
ITEM00388,Electronics,South,2023-09-09,489,851,324,Yes,No,0.32,10,995.16,21.11,218.94,Reviewed,755.1099999999999,Yes
ITEM00389,Apparel,South,2023-02-05,36,369,145,Yes,No,0.33,8,14.48,43.98,46.19,Flagged,-75.69,No
ITEM00390,Electronics,West,2023-10-16,105,397,731,Yes,No,0.17,2,500.07,110.8,77.33,Escalated,311.94,No
ITEM00391,Toys,West,2023-04-10,186,710,79,No,No,0.21,10,283.63,76.96,257.94,Escalated,-51.26999999999998,No
ITEM00392,Toys,North,2023-11-20,363,831,843,No,Yes,0.27,9,171.47,14.31,131.06,Escalated,26.099999999999994,No
ITEM00393,Electronics,South,2023-11-25,20,943,948,Yes,No,0.11,10,925.09,348.05,12.4,Flagged,564.64,No
ITEM00394,Toys,North,2023-05-16,147,715,210,Yes,No,0.14,4,384.49,380.19,74.22,Flagged,-69.91999999999999,No
ITEM00395,Toys,North,2023-07-13,485,531,355,No,No,0.66,7,546.4,177.19,90.32,Reviewed,278.89,No
ITEM00396,Toys,Central,2023-08-09,128,988,976,No,Yes,0.6,1,930.38,493.13,55.54,Reviewed,381.71,No
ITEM00397,Groceries,East,2023-10-06,482,507,672,No,Yes,0.86,2,479.41,294.0,290.08,Resolved,-104.66999999999996,No
ITEM00398,Home Appliances,South,2023-11-22,186,164,773,No,No,0.42,1,288.2,50.01,121.95,Escalated,116.24,No
ITEM00399,Apparel,West,2023-02-24,283,756,245,No,Yes,0.46,8,96.79,182.44,118.68,Resolved,-204.32999999999998,No
ITEM00400,Groceries,West,2023-04-20,198,137,657,No,No,0.15,1,598.37,291.25,293.3,Flagged,13.819999999999993,No
ITEM00401,Toys,East,2023-05-29,234,127,387,Yes,Yes,0.22,9,911.59,477.79,164.68,Resolved,269.12,No
ITEM00402,Electronics,South,2023-09-22,439,388,187,Yes,Yes,0.65,7,80.76,341.35,24.75,Reviewed,-285.34000000000003,No
ITEM00403,Toys,West,2023-06-11,107,978,839,No,Yes,0.29,5,445.92,4.42,133.05,Flagged,308.45,No
ITEM00404,Home Appliances,West,2023-07-06,8,336,496,No,No,0.72,1,664.63,334.74,196.3,Flagged,133.58999999999997,No
ITEM00405,Toys,Central,2023-05-09,448,225,359,No,Yes,0.66,4,100.71,327.51,171.06,Reviewed,-397.86,No
ITEM00406,Electronics,North,2023-04-18,419,483,228,No,Yes,0.7,3,78.71,430.89,253.55,Reviewed,-605.73,No
ITEM00407,Home Appliances,West,2023-03-09,225,425,386,Yes,Yes,0.65,7,204.5,65.81,288.85,Escalated,-150.16000000000003,No
ITEM00408,Toys,South,2023-03-07,417,184,283,No,Yes,0.67,1,131.31,403.59,17.62,Reviewed,-289.9,No
ITEM00409,Home Appliances,East,2023-05-24,208,848,298,No,No,0.54,10,377.82,437.82,76.58,Resolved,-136.57999999999998,No
ITEM00410,Apparel,Central,2023-02-22,244,345,181,No,Yes,0.64,4,410.19,401.02,269.91,Resolved,-260.74,No
